filename,year,block,route_key,field4,field5,frame_id,name_tail,width,height,bands,dtype,pixel_size_x,pixel_size_y,crs_epsg,origin_x,origin_y,min_x,min_y,max_x,max_y,area_m2
O2021_82_13_1_0024_00141802.tif,2021,82,82-13,1,0024,00141802,,9150,4000,3,uint8,0.1,-0.1,25832,504935.0,6240025.0,504935.0,6239625.0,505850.0,6240025.0,366000.0
O2021_82_13_1_0024_00141805.tif,2021,82,82-13,1,0024,00141805,,9160,4000,3,uint8,0.1,-0.1,25832,504932.0,6240334.0,504932.0,6239934.0,505848.0,6240334.0,366400.0
O2021_82_13_1_0024_00141809.tif,2021,82,82-13,1,0024,00141809,,9160,4000,3,uint8,0.1,-0.1,25832,504929.0,6240642.0,504929.0,6240242.0,505845.0,6240642.0,366400.0
O2021_82_13_1_0024_00141812.tif,2021,82,82-13,1,0024,00141812,,9160,4000,3,uint8,0.1,-0.1,25832,504926.0,6240950.0,504926.0,6240550.0,505842.0,6240950.0,366400.0
O2021_82_13_1_0024_00141815.tif,2021,82,82-13,1,0024,00141815,,9150,3990,3,uint8,0.1,-0.1,25832,504923.0,6241258.0,504923.0,6240859.0,505838.0,6241258.0,365085.0
O2021_82_13_1_0025_00144209.tif,2021,82,82-13,1,0025,00144209,,9170,4000,3,uint8,0.1,-0.1,25832,505612.0,6241602.0,505612.0,6241202.0,506529.0,6241602.0,366800.0
O2021_82_13_1_0025_00144212.tif,2021,82,82-13,1,0025,00144212,,9170,4000,3,uint8,0.1,-0.1,25832,505612.0,6241294.0,505612.0,6240894.0,506529.0,6241294.0,366800.0
O2021_82_13_1_0025_00144215.tif,2021,82,82-13,1,0025,00144215,,9180,4000,3,uint8,0.1,-0.1,25832,505614.0,6240987.0,505614.0,6240587.0,506532.0,6240987.0,367200.0
O2021_82_13_1_0025_00144218.tif,2021,82,82-13,1,0025,00144218,,9170,4010,3,uint8,0.1,-0.1,25832,505618.0,6240678.0,505618.0,6240277.0,506535.0,6240678.0,367717.0
O2021_82_13_1_0025_00144221.tif,2021,82,82-13,1,0025,00144221,,9180,4010,3,uint8,0.1,-0.1,25832,505622.0,6240371.0,505622.0,6239970.0,506540.0,6240371.0,368118.0
O2021_82_13_1_0025_00144223.tif,2021,82,82-13,1,0025,00144223,,9180,4010,3,uint8,0.1,-0.1,25832,505626.0,6240063.0,505626.0,6239662.0,506544.0,6240063.0,368118.0
O2021_82_13_1_0025_00144226.tif,2021,82,82-13,1,0025,00144226,,9170,4000,3,uint8,0.1,-0.1,25832,505629.0,6239755.0,505629.0,6239355.0,506546.0,6239755.0,366800.0
O2021_82_13_1_0025_00144229.tif,2021,82,82-13,1,0025,00144229,,9160,4000,3,uint8,0.1,-0.1,25832,505630.0,6239446.0,505630.0,6239046.0,506546.0,6239446.0,366400.0
O2021_82_13_1_0025_00144232.tif,2021,82,82-13,1,0025,00144232,,9160,4000,3,uint8,0.1,-0.1,25832,505629.0,6239139.0,505629.0,6238739.0,506545.0,6239139.0,366400.0
O2021_82_13_1_0025_00144235.tif,2021,82,82-13,1,0025,00144235,,9160,6850,3,uint8,0.1,-0.1,25832,505627.0,6238973.0,505627.0,6238288.0,506543.0,6238973.0,627460.0
O2021_82_13_1_0025_00144241.tif,2021,82,82-13,1,0025,00144241,,9160,6850,3,uint8,0.1,-0.1,25832,505622.0,6238358.0,505622.0,6237673.0,506538.0,6238358.0,627460.0
O2021_82_13_1_0025_00144247.tif,2021,82,82-13,1,0025,00144247,,9170,6860,3,uint8,0.1,-0.1,25832,505619.0,6237743.0,505619.0,6237057.0,506536.0,6237743.0,629062.0
O2021_82_13_1_0026_00144908.tif,2021,82,82-13,1,0026,00144908,,9140,6830,3,uint8,0.1,-0.1,25832,506344.0,6237786.0,506344.0,6237103.0,507258.0,6237786.0,624262.0
O2021_82_13_1_0026_00144915.tif,2021,82,82-13,1,0026,00144915,,9130,6830,3,uint8,0.1,-0.1,25832,506339.0,6238404.0,506339.0,6237721.0,507252.0,6238404.0,623579.0
O2021_82_13_1_0026_00144921.tif,2021,82,82-13,1,0026,00144921,,9140,3990,3,uint8,0.1,-0.1,25832,506343.0,6238880.0,506343.0,6238481.0,507257.0,6238880.0,364686.0
O2021_82_13_1_0026_00144925.tif,2021,82,82-13,1,0026,00144925,,9140,3990,3,uint8,0.1,-0.1,25832,506344.0,6239189.0,506344.0,6238790.0,507258.0,6239189.0,364686.0
O2021_82_13_1_0026_00144928.tif,2021,82,82-13,1,0026,00144928,,9150,4000,3,uint8,0.1,-0.1,25832,506345.0,6239499.0,506345.0,6239099.0,507260.0,6239499.0,366000.0
O2021_82_13_1_0026_00144931.tif,2021,82,82-13,1,0026,00144931,,9140,3990,3,uint8,0.1,-0.1,25832,506347.0,6239808.0,506347.0,6239409.0,507261.0,6239808.0,364686.0
O2021_82_13_1_0026_00144935.tif,2021,82,82-13,1,0026,00144935,,9140,4000,3,uint8,0.1,-0.1,25832,506351.0,6240118.0,506351.0,6239718.0,507265.0,6240118.0,365600.0
O2021_82_13_1_0026_00144938.tif,2021,82,82-13,1,0026,00144938,,9150,3990,3,uint8,0.1,-0.1,25832,506356.0,6240426.0,506356.0,6240027.0,507271.0,6240426.0,365085.0
O2021_82_13_1_0026_00144941.tif,2021,82,82-13,1,0026,00144941,,9150,3990,3,uint8,0.1,-0.1,25832,506361.0,6240736.0,506361.0,6240337.0,507276.0,6240736.0,365085.0
O2021_82_13_1_0026_00144945.tif,2021,82,82-13,1,0026,00144945,,9140,3990,3,uint8,0.1,-0.1,25832,506365.0,6241045.0,506365.0,6240646.0,507279.0,6241045.0,364686.0
O2021_82_13_1_0026_00144948.tif,2021,82,82-13,1,0026,00144948,,9150,3990,3,uint8,0.1,-0.1,25832,506367.0,6241353.0,506367.0,6240954.0,507282.0,6241353.0,365085.0
O2021_82_16_1_0024_00004781_10cm.tif,2021,82,82-16,1,0024,00004781,_10cm,8440,3190,3,uint8,0.1,-0.1,25832,574760.0,6230861.0,574760.0,6230542.0,575604.0,6230861.0,269236.0
O2021_82_16_1_0024_00004782_10cm.tif,2021,82,82-16,1,0024,00004782,_10cm,8440,3180,3,uint8,0.1,-0.1,25832,574762.0,6231120.0,574762.0,6230802.0,575606.0,6231120.0,268392.0
O2021_82_16_1_0024_00004783_10cm.tif,2021,82,82-16,1,0024,00004783,_10cm,8440,3180,3,uint8,0.1,-0.1,25832,574765.0,6231378.0,574765.0,6231060.0,575609.0,6231378.0,268392.0
O2021_82_16_1_0025_00005217_10cm.tif,2021,82,82-16,1,0025,00005217,_10cm,8450,3200,3,uint8,0.1,-0.1,25832,575410.0,6231390.0,575410.0,6231070.0,576255.0,6231390.0,270400.0
O2021_82_16_1_0025_00005218_10cm.tif,2021,82,82-16,1,0025,00005218,_10cm,8460,3200,3,uint8,0.1,-0.1,25832,575413.0,6231131.0,575413.0,6230811.0,576259.0,6231131.0,270720.0
O2021_82_16_1_0025_00005219_10cm.tif,2021,82,82-16,1,0025,00005219,_10cm,8460,3200,3,uint8,0.1,-0.1,25832,575415.0,6230873.0,575415.0,6230553.0,576261.0,6230873.0,270720.0
O2021_82_16_1_0025_00005220_10cm.tif,2021,82,82-16,1,0025,00005220,_10cm,8470,3200,3,uint8,0.1,-0.1,25832,575412.0,6230615.0,575412.0,6230295.0,576259.0,6230615.0,271040.0
O2021_82_16_1_0026_00005227_10cm.tif,2021,82,82-16,1,0026,00005227,_10cm,8450,3200,3,uint8,0.1,-0.1,25832,576006.0,6230710.0,576006.0,6230390.0,576851.0,6230710.0,270400.0
O2021_82_16_1_0026_00005228_10cm.tif,2021,82,82-16,1,0026,00005228,_10cm,8450,3190,3,uint8,0.1,-0.1,25832,576005.0,6230968.0,576005.0,6230649.0,576850.0,6230968.0,269555.0
O2021_82_16_1_0026_00005229_10cm.tif,2021,82,82-16,1,0026,00005229,_10cm,8450,3200,3,uint8,0.1,-0.1,25832,576003.0,6231226.0,576003.0,6230906.0,576848.0,6231226.0,270400.0
O2021_82_16_1_0026_00005230_10cm.tif,2021,82,82-16,1,0026,00005230,_10cm,8450,3190,3,uint8,0.1,-0.1,25832,576003.0,6231484.0,576003.0,6231165.0,576848.0,6231484.0,269555.0
O2021_82_16_1_0027_00005667_10cm.tif,2021,82,82-16,1,0027,00005667,_10cm,8430,5500,3,uint8,0.1,-0.1,25832,576645.0,6230977.0,576645.0,6230427.0,577488.0,6230977.0,463650.0
O2021_82_16_1_0028_00005674_10cm.tif,2021,82,82-16,1,0028,00005674,_10cm,8460,5480,3,uint8,0.1,-0.1,25832,577252.0,6230432.0,577252.0,6229884.0,578098.0,6230432.0,463608.0
O2021_82_16_1_0028_00005676_10cm.tif,2021,82,82-16,1,0028,00005676,_10cm,8450,5510,3,uint8,0.1,-0.1,25832,577251.0,6230948.0,577251.0,6230397.0,578096.0,6230948.0,465595.0
O2021_82_16_1_0029_00006117_10cm.tif,2021,82,82-16,1,0029,00006117,_10cm,8440,5520,3,uint8,0.1,-0.1,25832,577887.0,6230320.0,577887.0,6229768.0,578731.0,6230320.0,465888.0
O2021_82_16_1_0030_00006122_10cm.tif,2021,82,82-16,1,0030,00006122,_10cm,8460,5510,3,uint8,0.1,-0.1,25832,578527.0,6230647.0,578527.0,6230096.0,579373.0,6230647.0,466146.0
O2021_82_19_1_0022_00005115.tif,2021,82,82-19,1,0022,00005115,,11000,7000,3,uint8,0.1,-0.1,25832,453795.0,6217535.0,453795.0,6216835.0,454895.0,6217535.0,770000.0
O2021_82_19_1_0022_00005116.tif,2021,82,82-19,1,0022,00005116,,11000,7000,3,uint8,0.1,-0.1,25832,453793.0,6217191.0,453793.0,6216491.0,454893.0,6217191.0,770000.0
O2021_82_19_1_0022_00005117.tif,2021,82,82-19,1,0022,00005117,,11000,7000,3,uint8,0.1,-0.1,25832,453794.0,6216842.0,453794.0,6216142.0,454894.0,6216842.0,770000.0
O2021_82_19_1_0022_00005118.tif,2021,82,82-19,1,0022,00005118,,11000,7000,3,uint8,0.1,-0.1,25832,453790.0,6216502.0,453790.0,6215802.0,454890.0,6216502.0,770000.0
O2021_82_19_1_0022_00005119.tif,2021,82,82-19,1,0022,00005119,,11000,7000,3,uint8,0.1,-0.1,25832,453793.0,6216147.0,453793.0,6215447.0,454893.0,6216147.0,770000.0
O2021_82_19_1_0022_00005120.tif,2021,82,82-19,1,0022,00005120,,11000,7000,3,uint8,0.1,-0.1,25832,453792.0,6215803.0,453792.0,6215103.0,454892.0,6215803.0,770000.0
O2021_82_19_1_0022_00005121.tif,2021,82,82-19,1,0022,00005121,,11000,7000,3,uint8,0.1,-0.1,25832,453787.0,6215467.0,453787.0,6214767.0,454887.0,6215467.0,770000.0
O2021_82_19_1_0022_00005122.tif,2021,82,82-19,1,0022,00005122,,11000,7000,3,uint8,0.1,-0.1,25832,453790.0,6215118.0,453790.0,6214418.0,454890.0,6215118.0,770000.0
O2021_82_19_1_0023_00005469.tif,2021,82,82-19,1,0023,00005469,,11000,7000,3,uint8,0.1,-0.1,25832,454659.0,6215164.0,454659.0,6214464.0,455759.0,6215164.0,770000.0
O2021_82_19_1_0023_00005470.tif,2021,82,82-19,1,0023,00005470,,11000,7000,3,uint8,0.1,-0.1,25832,454658.0,6215511.0,454658.0,6214811.0,455758.0,6215511.0,770000.0
O2021_82_19_1_0023_00005471.tif,2021,82,82-19,1,0023,00005471,,11000,7000,3,uint8,0.1,-0.1,25832,454662.0,6215852.0,454662.0,6215152.0,455762.0,6215852.0,770000.0
O2021_82_19_1_0023_00005472.tif,2021,82,82-19,1,0023,00005472,,11000,7000,3,uint8,0.1,-0.1,25832,454663.0,6216197.0,454663.0,6215497.0,455763.0,6216197.0,770000.0
O2021_82_19_1_0023_00005473.tif,2021,82,82-19,1,0023,00005473,,11000,7000,3,uint8,0.1,-0.1,25832,454660.0,6216545.0,454660.0,6215845.0,455760.0,6216545.0,770000.0
O2021_82_19_1_0023_00005474.tif,2021,82,82-19,1,0023,00005474,,11000,7000,3,uint8,0.1,-0.1,25832,454667.0,6216881.0,454667.0,6216181.0,455767.0,6216881.0,770000.0
O2021_82_19_1_0023_00005475.tif,2021,82,82-19,1,0023,00005475,,11000,7000,3,uint8,0.1,-0.1,25832,454665.0,6217235.0,454665.0,6216535.0,455765.0,6217235.0,770000.0
O2021_82_19_1_0023_00005476.tif,2021,82,82-19,1,0023,00005476,,11000,7000,3,uint8,0.1,-0.1,25832,454666.0,6217582.0,454666.0,6216882.0,455766.0,6217582.0,770000.0
O2021_82_19_1_0024_00005007.tif,2021,82,82-19,1,0024,00005007,,11000,7000,3,uint8,0.1,-0.1,25832,455410.0,6217536.0,455410.0,6216836.0,456510.0,6217536.0,770000.0
O2021_82_19_1_0024_00005008.tif,2021,82,82-19,1,0024,00005008,,11000,7000,3,uint8,0.1,-0.1,25832,455414.0,6217192.0,455414.0,6216492.0,456514.0,6217192.0,770000.0
O2021_82_19_1_0024_00005009.tif,2021,82,82-19,1,0024,00005009,,11000,7000,3,uint8,0.1,-0.1,25832,455413.0,6216846.0,455413.0,6216146.0,456513.0,6216846.0,770000.0
O2021_82_19_1_0024_00005010.tif,2021,82,82-19,1,0024,00005010,,11000,7000,3,uint8,0.1,-0.1,25832,455413.0,6216502.0,455413.0,6215802.0,456513.0,6216502.0,770000.0
O2021_82_19_1_0024_00005011.tif,2021,82,82-19,1,0024,00005011,,11000,7000,3,uint8,0.1,-0.1,25832,455415.0,6216154.0,455415.0,6215454.0,456515.0,6216154.0,770000.0
O2021_82_19_1_0024_00005012.tif,2021,82,82-19,1,0024,00005012,,11000,7000,3,uint8,0.1,-0.1,25832,455413.0,6215808.0,455413.0,6215108.0,456513.0,6215808.0,770000.0
O2021_82_19_1_0024_00005013.tif,2021,82,82-19,1,0024,00005013,,11000,7000,3,uint8,0.1,-0.1,25832,455406.0,6215471.0,455406.0,6214771.0,456506.0,6215471.0,770000.0
O2021_82_19_1_0024_00005014.tif,2021,82,82-19,1,0024,00005014,,11000,7000,3,uint8,0.1,-0.1,25832,455406.0,6215122.0,455406.0,6214422.0,456506.0,6215122.0,770000.0
O2021_82_20_1_0023_00004973.tif,2021,82,82-20,1,0023,00004973,,17000,12000,3,uint8,0.1,-0.1,25832,495339.0,6221908.0,495339.0,6220708.0,497039.0,6221908.0,2040000.0
O2021_82_20_1_0023_00004974.tif,2021,82,82-20,1,0023,00004974,,17000,12000,3,uint8,0.1,-0.1,25832,495340.0,6221377.0,495340.0,6220177.0,497040.0,6221377.0,2040000.0
O2021_82_20_1_0023_00004975.tif,2021,82,82-20,1,0023,00004975,,17000,12000,3,uint8,0.1,-0.1,25832,495337.0,6220845.0,495337.0,6219645.0,497037.0,6220845.0,2040000.0
O2021_82_20_1_0023_00004976.tif,2021,82,82-20,1,0023,00004976,,17000,12000,3,uint8,0.1,-0.1,25832,495336.0,6220312.0,495336.0,6219112.0,497036.0,6220312.0,2040000.0
O2021_82_20_1_0024_00005077.tif,2021,82,82-20,1,0024,00005077,,17000,12000,3,uint8,0.1,-0.1,25832,496660.0,6220338.0,496660.0,6219138.0,498360.0,6220338.0,2040000.0
O2021_82_20_1_0024_00005078.tif,2021,82,82-20,1,0024,00005078,,17000,12000,3,uint8,0.1,-0.1,25832,496658.0,6220867.0,496658.0,6219667.0,498358.0,6220867.0,2040000.0
O2021_82_20_1_0024_00005079.tif,2021,82,82-20,1,0024,00005079,,17000,12000,3,uint8,0.1,-0.1,25832,496659.0,6221399.0,496659.0,6220199.0,498359.0,6221399.0,2040000.0
O2021_82_20_1_0024_00005080.tif,2021,82,82-20,1,0024,00005080,,17000,12000,3,uint8,0.1,-0.1,25832,496658.0,6221931.0,496658.0,6220731.0,498358.0,6221931.0,2040000.0
O2021_82_21_1_0004_00002039.tif,2021,82,82-21,1,0004,00002039,,17000,12000,3,uint8,0.1,-0.1,25832,495683.0,6220384.0,495683.0,6219184.0,497383.0,6220384.0,2040000.0
O2021_82_21_1_0004_00002040.tif,2021,82,82-21,1,0004,00002040,,17000,12000,3,uint8,0.1,-0.1,25832,495692.0,6220866.0,495692.0,6219666.0,497392.0,6220866.0,2040000.0
O2021_82_21_1_0004_00002041.tif,2021,82,82-21,1,0004,00002041,,17000,12000,3,uint8,0.1,-0.1,25832,495692.0,6221350.0,495692.0,6220150.0,497392.0,6221350.0,2040000.0
O2021_82_21_1_0005_00001868.tif,2021,82,82-21,1,0005,00001868,,17000,12000,3,uint8,0.1,-0.1,25832,496820.0,6220855.0,496820.0,6219655.0,498520.0,6220855.0,2040000.0
O2021_82_21_1_0005_00001869.tif,2021,82,82-21,1,0005,00001869,,17000,11000,3,uint8,0.1,-0.1,25832,496819.0,6220281.0,496819.0,6219181.0,498519.0,6220281.0,1870000.0
O2021_82_21_1_0006_00001810.tif,2021,82,82-21,1,0006,00001810,,17000,12000,3,uint8,0.1,-0.1,25832,498108.0,6220373.0,498108.0,6219173.0,499808.0,6220373.0,2040000.0
O2021_82_21_1_0006_00001811.tif,2021,82,82-21,1,0006,00001811,,17000,11000,3,uint8,0.1,-0.1,25832,498112.0,6220848.0,498112.0,6219748.0,499812.0,6220848.0,1870000.0
O2021_82_21_1_0006_00001812.tif,2021,82,82-21,1,0006,00001812,,17000,11000,3,uint8,0.1,-0.1,25832,498123.0,6221330.0,498123.0,6220230.0,499823.0,6221330.0,1870000.0
O2021_82_21_1_0006_00001813.tif,2021,82,82-21,1,0006,00001813,,17000,11000,3,uint8,0.1,-0.1,25832,498139.0,6221800.0,498139.0,6220700.0,499839.0,6221800.0,1870000.0
O2021_82_22_1_0029_00002076.tif,2021,82,82-22,1,0029,00002076,,9000,7000,3,uint8,0.1,-0.1,25832,528497.0,6222016.0,528497.0,6221316.0,529397.0,6222016.0,630000.0
O2021_82_22_1_0029_00002077.tif,2021,82,82-22,1,0029,00002077,,9000,7000,3,uint8,0.1,-0.1,25832,528499.0,6222168.0,528499.0,6221468.0,529399.0,6222168.0,630000.0
O2021_82_22_1_0029_00002078.tif,2021,82,82-22,1,0029,00002078,,9000,7000,3,uint8,0.1,-0.1,25832,528499.0,6222323.0,528499.0,6221623.0,529399.0,6222323.0,630000.0
O2021_82_22_1_0029_00002079.tif,2021,82,82-22,1,0029,00002079,,9000,7000,3,uint8,0.1,-0.1,25832,528500.0,6222476.0,528500.0,6221776.0,529400.0,6222476.0,630000.0
O2021_82_22_1_0029_00002080.tif,2021,82,82-22,1,0029,00002080,,9000,7000,3,uint8,0.1,-0.1,25832,528500.0,6222630.0,528500.0,6221930.0,529400.0,6222630.0,630000.0
O2021_82_22_1_0029_00002081.tif,2021,82,82-22,1,0029,00002081,,9000,7000,3,uint8,0.1,-0.1,25832,528494.0,6222782.0,528494.0,6222082.0,529394.0,6222782.0,630000.0
O2021_82_22_1_0029_00002082.tif,2021,82,82-22,1,0029,00002082,,9000,7000,3,uint8,0.1,-0.1,25832,528492.0,6222936.0,528492.0,6222236.0,529392.0,6222936.0,630000.0
O2021_82_22_1_0029_00002083.tif,2021,82,82-22,1,0029,00002083,,9000,7000,3,uint8,0.1,-0.1,25832,528492.0,6223091.0,528492.0,6222391.0,529392.0,6223091.0,630000.0
O2021_82_22_1_0029_00002084.tif,2021,82,82-22,1,0029,00002084,,9000,7000,3,uint8,0.1,-0.1,25832,528491.0,6223246.0,528491.0,6222546.0,529391.0,6223246.0,630000.0
O2021_82_22_1_0029_00002085.tif,2021,82,82-22,1,0029,00002085,,9000,7000,3,uint8,0.1,-0.1,25832,528490.0,6223400.0,528490.0,6222700.0,529390.0,6223400.0,630000.0
O2021_82_22_1_0029_00002086.tif,2021,82,82-22,1,0029,00002086,,9000,7000,3,uint8,0.1,-0.1,25832,528491.0,6223554.0,528491.0,6222854.0,529391.0,6223554.0,630000.0
O2021_82_22_1_0029_00002087.tif,2021,82,82-22,1,0029,00002087,,9000,7000,3,uint8,0.1,-0.1,25832,528488.0,6223709.0,528488.0,6223009.0,529388.0,6223709.0,630000.0
O2021_82_22_1_0030_00000253.tif,2021,82,82-22,1,0030,00000253,,9000,7000,3,uint8,0.1,-0.1,25832,529089.0,6221862.0,529089.0,6221162.0,529989.0,6221862.0,630000.0
O2021_82_22_1_0030_00000254.tif,2021,82,82-22,1,0030,00000254,,9000,7000,3,uint8,0.1,-0.1,25832,529092.0,6222016.0,529092.0,6221316.0,529992.0,6222016.0,630000.0
O2021_82_22_1_0030_00000255.tif,2021,82,82-22,1,0030,00000255,,9000,7000,3,uint8,0.1,-0.1,25832,529096.0,6222171.0,529096.0,6221471.0,529996.0,6222171.0,630000.0
O2021_82_22_1_0030_00000256.tif,2021,82,82-22,1,0030,00000256,,9000,7000,3,uint8,0.1,-0.1,25832,529096.0,6222324.0,529096.0,6221624.0,529996.0,6222324.0,630000.0
O2021_82_22_1_0030_00000257.tif,2021,82,82-22,1,0030,00000257,,9000,7000,3,uint8,0.1,-0.1,25832,529101.0,6222478.0,529101.0,6221778.0,530001.0,6222478.0,630000.0
O2021_82_22_1_0030_00000258.tif,2021,82,82-22,1,0030,00000258,,9000,7000,3,uint8,0.1,-0.1,25832,529099.0,6222634.0,529099.0,6221934.0,529999.0,6222634.0,630000.0
O2021_82_22_1_0030_00000259.tif,2021,82,82-22,1,0030,00000259,,9000,7000,3,uint8,0.1,-0.1,25832,529101.0,6222788.0,529101.0,6222088.0,530001.0,6222788.0,630000.0
O2021_82_22_1_0030_00000260.tif,2021,82,82-22,1,0030,00000260,,9000,7000,3,uint8,0.1,-0.1,25832,529098.0,6222941.0,529098.0,6222241.0,529998.0,6222941.0,630000.0
O2021_82_22_1_0030_00000261.tif,2021,82,82-22,1,0030,00000261,,9000,7000,3,uint8,0.1,-0.1,25832,529099.0,6223097.0,529099.0,6222397.0,529999.0,6223097.0,630000.0
