tile,route,fold,n_cross_fold_pairs,sum_overlap_m2,capped_overlap_m2
O2021_82_20_1_0023_00004975_15000_6000.tif,82-20,2,14,33900.0,10000.0
O2021_82_20_1_0023_00004975_15000_7000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0023_00004975_15000_8000.tif,82-20,2,8,29400.0,10000.0
O2021_82_20_1_0023_00004975_16000_0.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004975_16000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004975_16000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004975_16000_3000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004975_16000_4000.tif,82-20,2,10,23900.0,10000.0
O2021_82_20_1_0023_00004975_16000_5000.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0023_00004975_16000_6000.tif,82-20,2,14,33900.0,10000.0
O2021_82_20_1_0023_00004975_16000_7000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0023_00004975_16000_8000.tif,82-20,2,8,29400.0,10000.0
O2021_82_20_1_0023_00004975_6000_0.tif,82-20,2,3,5655.0,5655.0
O2021_82_20_1_0023_00004975_6000_1000.tif,82-20,2,3,8845.0,8845.0
O2021_82_20_1_0023_00004975_6000_2000.tif,82-20,2,2,4500.0,4500.0
O2021_82_20_1_0023_00004975_6000_3000.tif,82-20,2,2,4500.0,4500.0
O2021_82_20_1_0023_00004975_6000_4000.tif,82-20,2,3,6606.0,6606.0
O2021_82_20_1_0023_00004975_6000_5000.tif,82-20,2,3,7794.0,7794.0
O2021_82_20_1_0023_00004975_6000_6000.tif,82-20,2,3,6606.0,6606.0
O2021_82_20_1_0023_00004975_6000_7000.tif,82-20,2,4,9900.0,9900.0
O2021_82_20_1_0023_00004975_6000_8000.tif,82-20,2,2,6849.0,6849.0
O2021_82_20_1_0023_00004975_7000_0.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_7000_1000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_7000_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_7000_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_7000_4000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0023_00004975_7000_5000.tif,82-20,2,6,16100.0,10000.0
O2021_82_20_1_0023_00004975_7000_6000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0023_00004975_7000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004975_7000_8000.tif,82-20,2,4,14000.0,10000.0
O2021_82_20_1_0023_00004975_8000_0.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_8000_1000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_8000_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_8000_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_8000_4000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0023_00004975_8000_5000.tif,82-20,2,6,16100.0,10000.0
O2021_82_20_1_0023_00004975_8000_6000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0023_00004975_8000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004975_8000_8000.tif,82-20,2,4,14000.0,10000.0
O2021_82_20_1_0023_00004975_9000_0.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_9000_1000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_9000_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_9000_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0023_00004975_9000_4000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0023_00004975_9000_5000.tif,82-20,2,6,16100.0,10000.0
O2021_82_20_1_0023_00004975_9000_6000.tif,82-20,2,6,13900.0,10000.0
O2021_82_20_1_0023_00004975_9000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004975_9000_8000.tif,82-20,2,4,14000.0,10000.0
O2021_82_20_1_0023_00004976_10000_0.tif,82-20,2,6,12800.0,10000.0
O2021_82_20_1_0023_00004976_10000_1000.tif,82-20,2,6,17200.0,10000.0
O2021_82_20_1_0023_00004976_10000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004976_10000_3000.tif,82-20,2,4,7400.0,7400.0
O2021_82_20_1_0023_00004976_11000_0.tif,82-20,2,6,12800.0,10000.0
O2021_82_20_1_0023_00004976_11000_1000.tif,82-20,2,6,17200.0,10000.0
O2021_82_20_1_0023_00004976_11000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004976_11000_3000.tif,82-20,2,4,7400.0,7400.0
O2021_82_20_1_0023_00004976_12000_0.tif,82-20,2,6,12800.0,10000.0
O2021_82_20_1_0023_00004976_12000_1000.tif,82-20,2,6,17200.0,10000.0
O2021_82_20_1_0023_00004976_12000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004976_12000_3000.tif,82-20,2,4,7400.0,7400.0
O2021_82_20_1_0023_00004976_13000_0.tif,82-20,2,6,12800.0,10000.0
O2021_82_20_1_0023_00004976_13000_1000.tif,82-20,2,6,17200.0,10000.0
O2021_82_20_1_0023_00004976_13000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004976_13000_3000.tif,82-20,2,4,7400.0,7400.0
O2021_82_20_1_0023_00004976_14000_0.tif,82-20,2,9,15573.0,10000.0
O2021_82_20_1_0023_00004976_14000_1000.tif,82-20,2,10,20500.0,10000.0
O2021_82_20_1_0023_00004976_14000_2000.tif,82-20,2,12,23300.0,10000.0
O2021_82_20_1_0023_00004976_14000_3000.tif,82-20,2,6,8839.0,8839.0
O2021_82_20_1_0023_00004976_15000_0.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0023_00004976_15000_1000.tif,82-20,2,14,37200.0,10000.0
O2021_82_20_1_0023_00004976_15000_2000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0023_00004976_15000_3000.tif,82-20,2,8,16200.0,10000.0
O2021_82_20_1_0023_00004976_16000_0.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0023_00004976_16000_1000.tif,82-20,2,14,37200.0,10000.0
O2021_82_20_1_0023_00004976_16000_2000.tif,82-20,2,16,40000.0,10000.0
O2021_82_20_1_0023_00004976_16000_3000.tif,82-20,2,8,16200.0,10000.0
O2021_82_20_1_0023_00004976_6000_0.tif,82-20,2,3,5884.0,5884.0
O2021_82_20_1_0023_00004976_6000_1000.tif,82-20,2,3,8216.0,8216.0
O2021_82_20_1_0023_00004976_6000_2000.tif,82-20,2,4,9700.0,9700.0
O2021_82_20_1_0023_00004976_6000_3000.tif,82-20,2,2,3508.0,3508.0
O2021_82_20_1_0023_00004976_7000_0.tif,82-20,2,6,12800.0,10000.0
O2021_82_20_1_0023_00004976_7000_1000.tif,82-20,2,6,17200.0,10000.0
O2021_82_20_1_0023_00004976_7000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004976_7000_3000.tif,82-20,2,4,7400.0,7400.0
O2021_82_20_1_0023_00004976_8000_0.tif,82-20,2,6,12800.0,10000.0
O2021_82_20_1_0023_00004976_8000_1000.tif,82-20,2,6,17200.0,10000.0
O2021_82_20_1_0023_00004976_8000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004976_8000_3000.tif,82-20,2,4,7400.0,7400.0
O2021_82_20_1_0023_00004976_9000_0.tif,82-20,2,6,12800.0,10000.0
O2021_82_20_1_0023_00004976_9000_1000.tif,82-20,2,6,17200.0,10000.0
O2021_82_20_1_0023_00004976_9000_2000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0023_00004976_9000_3000.tif,82-20,2,4,7400.0,7400.0
O2021_82_20_1_0024_00005077_0_0.tif,82-20,2,6,15400.0,10000.0
O2021_82_20_1_0024_00005077_0_1000.tif,82-20,2,6,14600.0,10000.0
O2021_82_20_1_0024_00005077_0_3000.tif,82-20,2,4,12600.0,10000.0
O2021_82_20_1_0024_00005077_10000_0.tif,82-20,2,6,14300.0,10000.0
O2021_82_20_1_0024_00005077_10000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005077_10000_3000.tif,82-20,2,4,14000.0,10000.0
O2021_82_20_1_0024_00005077_1000_0.tif,82-20,2,9,21163.0,10000.0
O2021_82_20_1_0024_00005077_1000_1000.tif,82-20,2,10,22700.0,10000.0
O2021_82_20_1_0024_00005077_1000_3000.tif,82-20,2,6,18257.0,10000.0
O2021_82_20_1_0024_00005077_11000_0.tif,82-20,2,6,14300.0,10000.0
O2021_82_20_1_0024_00005077_11000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005077_11000_3000.tif,82-20,2,4,14000.0,10000.0
O2021_82_20_1_0024_00005077_12000_0.tif,82-20,2,6,14300.0,10000.0
O2021_82_20_1_0024_00005077_12000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005077_12000_3000.tif,82-20,2,4,14000.0,10000.0
O2021_82_20_1_0024_00005077_13000_0.tif,82-20,2,3,8537.0,8537.0
O2021_82_20_1_0024_00005077_13000_1000.tif,82-20,2,4,11900.0,10000.0
O2021_82_20_1_0024_00005077_13000_3000.tif,82-20,2,2,8343.0,8343.0
O2021_82_20_1_0024_00005077_2000_0.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005077_2000_1000.tif,82-20,2,14,34600.0,10000.0
O2021_82_20_1_0024_00005077_2000_3000.tif,82-20,2,8,26600.0,10000.0
O2021_82_20_1_0024_00005077_3000_0.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005077_3000_1000.tif,82-20,2,14,34600.0,10000.0
O2021_82_20_1_0024_00005077_3000_3000.tif,82-20,2,8,26600.0,10000.0
O2021_82_20_1_0024_00005077_4000_0.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005077_4000_1000.tif,82-20,2,14,34600.0,10000.0
O2021_82_20_1_0024_00005077_4000_3000.tif,82-20,2,8,26600.0,10000.0
O2021_82_20_1_0024_00005077_5000_0.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005077_5000_1000.tif,82-20,2,14,34600.0,10000.0
O2021_82_20_1_0024_00005077_5000_3000.tif,82-20,2,8,26600.0,10000.0
O2021_82_20_1_0024_00005077_6000_0.tif,82-20,2,12,29700.0,10000.0
O2021_82_20_1_0024_00005077_6000_1000.tif,82-20,2,14,34600.0,10000.0
O2021_82_20_1_0024_00005077_6000_3000.tif,82-20,2,8,26600.0,10000.0
O2021_82_20_1_0024_00005077_7000_0.tif,82-20,2,9,18742.0,10000.0
O2021_82_20_1_0024_00005077_7000_1000.tif,82-20,2,11,24258.0,10000.0
O2021_82_20_1_0024_00005077_7000_3000.tif,82-20,2,6,17546.0,10000.0
O2021_82_20_1_0024_00005077_8000_0.tif,82-20,2,6,14300.0,10000.0
O2021_82_20_1_0024_00005077_8000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005077_8000_3000.tif,82-20,2,4,14000.0,10000.0
O2021_82_20_1_0024_00005077_9000_0.tif,82-20,2,6,14300.0,10000.0
O2021_82_20_1_0024_00005077_9000_1000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005077_9000_3000.tif,82-20,2,4,14000.0,10000.0
O2021_82_20_1_0024_00005078_0_1000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_0_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_0_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_0_4000.tif,82-20,2,6,11700.0,10000.0
O2021_82_20_1_0024_00005078_0_5000.tif,82-20,2,6,18300.0,10000.0
O2021_82_20_1_0024_00005078_0_6000.tif,82-20,2,6,11700.0,10000.0
O2021_82_20_1_0024_00005078_0_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_0_8000.tif,82-20,2,6,18300.0,10000.0
O2021_82_20_1_0024_00005078_10000_1000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_10000_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_10000_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_10000_4000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_10000_5000.tif,82-20,2,6,11400.0,10000.0
O2021_82_20_1_0024_00005078_10000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_10000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_10000_8000.tif,82-20,2,6,18600.0,10000.0
O2021_82_20_1_0024_00005078_1000_1000.tif,82-20,2,6,13800.0,10000.0
O2021_82_20_1_0024_00005078_1000_2000.tif,82-20,2,6,13800.0,10000.0
O2021_82_20_1_0024_00005078_1000_3000.tif,82-20,2,6,13800.0,10000.0
O2021_82_20_1_0024_00005078_1000_4000.tif,82-20,2,8,15500.0,10000.0
O2021_82_20_1_0024_00005078_1000_5000.tif,82-20,2,9,22646.0,10000.0
O2021_82_20_1_0024_00005078_1000_6000.tif,82-20,2,10,19400.0,10000.0
O2021_82_20_1_0024_00005078_1000_7000.tif,82-20,2,12,27700.0,10000.0
O2021_82_20_1_0024_00005078_1000_8000.tif,82-20,2,9,25454.0,10000.0
O2021_82_20_1_0024_00005078_11000_1000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_11000_2000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_11000_3000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_11000_4000.tif,82-20,2,4,10000.0,10000.0
O2021_82_20_1_0024_00005078_11000_5000.tif,82-20,2,6,11400.0,10000.0
O2021_82_20_1_0024_00005078_11000_6000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_11000_7000.tif,82-20,2,8,20000.0,10000.0
O2021_82_20_1_0024_00005078_11000_8000.tif,82-20,2,6,18600.0,10000.0
O2021_82_20_1_0024_00005078_12000_1000.tif,82-20,2,4,10000.0,10000.0
